284329,639540,29
284906,310384,29
285057,388273,29
285671,483551,29
285733,300847,29
285733,344703,29
285733,396192,29
285733,399738,29
285733,456061,29
286198,320638,29
290340,535072,29
290406,399847,29
292401,535751,29
292521,380716,29
293422,293764,29
293569,301056,29
293918,1889271,29
295247,414823,29
295247,503164,29
296460,323390,29
296814,297327,29
297327,1045041,29
297378,322215,29
297378,447408,29
298670,342260,29
298718,2707764,29
299614,393019,29
299614,545324,29
299750,361245,29
300139,308579,29
301024,323390,29
301024,494845,29
301024,1045041,29
301908,456061,29
302927,312962,29
302927,341235,29
302927,414823,29
304286,312962,29
304286,313801,29
304469,315016,29
305595,313210,29
305595,494845,29
305632,326775,29
306920,319560,29
308977,372956,29
309645,412474,29
310508,314870,29
310508,344001,29
310508,349342,29
310546,335339,29
313210,1259795,29
314481,1857589,29
315006,1658880,29
316442,5679749,29
316917,321982,29
316917,323365,29
316917,344703,29
317459,408777,29
320027,639540,29
320632,4431164,29
320638,379625,29
320638,606790,29
321107,334234,29
321963,348472,29
322215,395034,29
322215,399738,29
323365,415522,29
323365,490759,29
323390,373279,29
325296,595905,29
330874,451809,29
330874,483551,29
330874,2172944,29
335339,386176,29
337087,370891,29
339307,451809,29
343433,359371,29
352768,412474,29
360153,501509,29
360625,405598,29
360899,686879,29
361245,380716,29
377306,395004,29
388273,394512,29
388273,420190,29
393966,464103,29
394512,420190,29
394512,425077,29
395034,435551,29
399738,414823,29
402813,639540,29
403379,409665,29
403379,418237,29
413224,960643,29
415522,425077,29
415522,431398,29
431398,2676065,29
435551,494845,29
466115,529864,29
466115,1024141,29
477634,1503133,29
484958,2456212,29
490650,653349,29
491688,546633,29
494845,1834901,29
494845,4311515,29
525382,653349,29
541828,1045041,29
573036,602418,29
655294,669832,29
683575,5619620,29
781087,1052267,29
844255,912985,29
1020729,1265961,29
1507211,1822816,29
1737487,4884908,29
1737487,5299734,29
2206745,3402923,29
2828894,5517174,29
2834114,5481998,29
2835715,5555363,29
2835715,6774783,29
2843003,5517174,29
3279908,3637564,29
3279908,4776589,29
3279908,4884908,29
3279908,5056091,29
3279908,5291978,29
4863665,4917932,29
4863665,5291978,29
4863665,5340689,29
4886439,4893277,29
4890313,4954957,29
4945115,5280748,29
4954957,5280748,29
4954957,6374498,29
5093843,5280748,29
5093843,5281499,29
5341787,5434363,29
5440893,5555363,29
928,31646,28
928,1334965,28
1918,325708,28
10246,431398,28
10918,196231,28
10918,356431,28
11559,293764,28
11559,301024,28
12715,306009,28
12715,1833620,28
13351,461052,28
13552,278037,28
13552,380716,28
15140,202895,28
15363,29117,28
15363,342260,28
15363,579981,28
15433,142266,28
20460,61467,28
20460,409396,28
20460,541828,28
20840,170666,28
24399,42838,28
24399,69472,28
24399,844255,28
25968,26815,28
26408,41962,28
26408,912985,28
26815,296814,28
31646,1020729,28
41962,844255,28
41962,1334965,28
52802,129346,28
54334,284906,28
57845,380716,28
61467,277636,28
69472,161246,28
81344,469733,28
124337,295228,28
126539,3279908,28
149912,409681,28
149912,793646,28
149912,1061297,28
156981,392973,28
